f  0 0 0 0 0 0 0 0 1 0 0  6   3    0.000 
f  0 0 0 0 0 0 0 1 0 0 0  3   6    0.000 
f  0 0 0 0 0 1 0 0 0 0 0  3   6    0.000 
f  0 0 0 0 0 1 0 0 0 0 0  6   3    0.000 
f  0 0 1 0 0 0 0 0 0 0 0  3   6    0.000 
f  0 0 1 0 0 0 0 0 0 0 0  6   3    0.000 
f  0 1 0 0 0 0 0 0 0 0 0  3   6    0.000 
f  0 1 0 0 0 0 0 0 0 0 0  6   3    0.000 
f  1 0 0 0 0 0 0 0 0 0 0  3   6    0.000 
f  1 0 0 0 0 0 0 0 0 0 0  6   3    0.000 
f  0 0 0 0 0 0 0 0 0 0 2  6   4    0.000 
f  0 0 0 0 0 0 0 0 0 2 0  3   7    0.000 
f  0 0 0 0 0 0 0 1 0 0 1  0   9    0.000 
f  0 0 0 0 0 0 0 1 1 0 0  0   9    0.000 
f  0 0 0 0 0 0 2 0 0 0 0  3   7    0.000 
f  0 0 0 0 0 0 2 0 0 0 0  6   4    0.000 
f  0 0 0 0 0 1 0 1 0 0 0  0   9    0.000 
f  0 0 0 0 0 2 0 0 0 0 0  3   7    0.000 
f  0 0 0 0 0 2 0 0 0 0 0  6   4    0.000 
f  0 0 0 1 0 1 0 0 0 0 0  0   9    0.000 
f  0 0 1 0 0 0 0 0 0 1 0  0   9    0.000 
f  0 0 1 0 0 0 0 1 0 0 0  0   9    0.000 
f  0 0 1 0 0 0 1 0 0 0 0  0   9    0.000 
f  0 0 1 0 1 0 0 0 0 0 0  0   9    0.000 
f  0 0 2 0 0 0 0 0 0 0 0  3   7    0.000 
f  0 0 2 0 0 0 0 0 0 0 0  6   4    0.000 
f  0 1 0 0 0 0 0 1 0 0 0  0   9    0.000 
f  0 1 0 0 0 1 0 0 0 0 0  0   9    0.000 
f  0 1 0 1 0 0 0 0 0 0 0  0   9    0.000 
f  0 2 0 0 0 0 0 0 0 0 0  3   7    0.000 
f  0 2 0 0 0 0 0 0 0 0 0  6   4    0.000 
f  1 0 0 0 0 0 0 1 0 0 0  0   9    0.000 
f  1 0 0 0 0 1 0 0 0 0 0  0   9    0.000 
f  1 0 0 1 0 0 0 0 0 0 0  0   9    0.000 
f  1 1 0 0 0 0 0 0 0 0 0  0   9    0.000 
