f  0 0 0 0 0 0 0 0 0 0 0  3   5    0.000 
f  0 0 0 0 0 0 0 0 0 0 0  6   2    0.000 
f  0 0 0 0 0 0 0 0 0 0 0  9   1    0.000 
f  0 0 0 0 0 0 0 0 0 0 0 12   1    0.000 
f  0 0 0 0 0 0 0 1 0 0 0  0   8    0.000 
f  0 0 0 0 0 1 0 0 0 0 0  0   8    0.000 
f  0 0 0 1 0 0 0 0 0 0 0  0   8    0.000 
f  0 1 0 0 0 0 0 0 0 0 0  0   8    0.000 
f  1 0 0 0 0 0 0 0 0 0 0  0   8    0.000 
f  0 0 0 0 0 0 0 0 0 2 0  0   8    0.000 
f  0 0 0 0 0 0 0 0 2 0 0  0   8    0.000 
f  0 0 0 0 0 2 0 0 0 0 0  0   8    0.000 
f  0 0 0 2 0 0 0 0 0 0 0  0   8    0.000 
f  0 2 0 0 0 0 0 0 0 0 0  0   8    0.000 
f  2 0 0 0 0 0 0 0 0 0 0  0   8    0.000 
f  0 0 0 0 0 0 0 0 0 3 0  0   7    0.000 
f  0 0 0 0 0 0 0 3 0 0 0  0   7    0.000 
f  0 0 0 0 0 3 0 0 0 0 0  0   7    0.000 
f  0 0 3 0 0 0 0 0 0 0 0  0   7    0.000 
f  0 3 0 0 0 0 0 0 0 0 0  0   7    0.000 
f  3 0 0 0 0 0 0 0 0 0 0  0   7    0.000 
f  0 0 0 0 0 0 0 0 0 0 4  0   6    0.000 
f  0 0 0 0 0 0 0 0 4 0 0  0   6    0.000 
f  0 0 0 0 0 4 0 0 0 0 0  0   6    0.000 
f  0 0 0 4 0 0 0 0 0 0 0  0   6    0.000 
f  0 4 0 0 0 0 0 0 0 0 0  0   6    0.000 
f  4 0 0 0 0 0 0 0 0 0 0  0   6    0.000 
f  0 0 0 0 0 0 0 0 0 5 0  0   5    0.000 
f  0 0 0 0 0 0 0 0 5 0 0  0   5    0.000 
f  0 0 0 0 0 5 0 0 0 0 0  0   5    0.000 
f  0 0 0 5 0 0 0 0 0 0 0  0   5    0.000 
f  0 5 0 0 0 0 0 0 0 0 0  0   5    0.000 
f  5 0 0 0 0 0 0 0 0 0 0  0   5    0.000 
f  0 0 0 0 0 0 0 0 0 0 6  0   4    0.000 
f  0 0 0 0 0 0 0 0 0 6 0  0   4    0.000 
f  0 0 0 0 0 0 0 0 6 0 0  0   4    0.000 
f  0 0 0 0 0 6 0 0 0 0 0  0   4    0.000 
f  0 0 0 6 0 0 0 0 0 0 0  0   4    0.000 
f  0 6 0 0 0 0 0 0 0 0 0  0   4    0.000 
f  6 0 0 0 0 0 0 0 0 0 0  0   4    0.000 
f  0 0 0 0 0 0 0 0 0 7 0  0   3    0.000 
f  0 0 0 0 0 0 0 7 0 0 0  0   3    0.000 
f  0 0 0 0 0 7 0 0 0 0 0  0   3    0.000 
f  0 0 7 0 0 0 0 0 0 0 0  0   3    0.000 
f  0 7 0 0 0 0 0 0 0 0 0  0   3    0.000 
f  7 0 0 0 0 0 0 0 0 0 0  0   3    0.000 
f  0 0 0 0 0 0 0 0 0 0 8  0   2    0.000 
f  0 0 0 0 0 0 0 0 0 8 0  0   2    0.000 
f  0 0 0 0 0 0 0 8 0 0 0  0   2    0.000 
f  0 0 0 0 0 8 0 0 0 0 0  0   2    0.000 
f  0 0 0 0 8 0 0 0 0 0 0  0   2    0.000 
f  0 8 0 0 0 0 0 0 0 0 0  0   2    0.000 
f  8 0 0 0 0 0 0 0 0 0 0  0   2    0.000 
