h  0 0 0 0 0 0 0 0 1 1 0 15   7    0.000 
f  0 0 0 0 0 0 0 1 0 0 1  6   4    0.000 
f  0 0 0 0 0 0 0 1 0 1 0  3   7    0.000 
h  0 0 0 0 0 0 0 1 0 1 0 18   4    0.000 
f  0 0 0 0 0 0 1 0 1 0 0  3   7    0.000 
f  0 0 0 0 0 0 1 0 1 0 0  6   4    0.000 
f  0 0 0 0 0 1 0 0 1 0 0  6   4    0.000 
f  0 0 0 0 0 1 0 1 0 0 0  3   7    0.000 
f  0 0 0 0 1 0 0 0 0 0 1  3   7    0.000 
f  0 0 0 0 1 0 0 0 0 0 1  6   4    0.000 
f  0 0 0 0 1 0 0 0 1 0 0  3   7    0.000 
h  0 0 0 1 0 0 0 0 0 0 1 18   4    0.000 
h  0 0 0 1 0 0 0 0 0 1 0 15   7    0.000 
f  0 0 0 1 0 0 0 0 1 0 0  3   7    0.000 
h  0 0 0 1 0 0 0 0 1 0 0 15   7    0.000 
f  0 0 0 1 0 0 0 0 1 0 0  6   4    0.000 
h  0 0 0 1 0 0 0 0 1 0 0 18   4    0.000 
f  0 0 0 1 0 0 0 1 0 0 0  6   4    0.000 
f  0 0 1 0 0 1 0 0 0 0 0  3   7    0.000 
f  0 0 1 0 0 1 0 0 0 0 0  6   4    0.000 
f  0 0 1 1 0 0 0 0 0 0 0  3   7    0.000 
f  0 0 1 1 0 0 0 0 0 0 0  6   4    0.000 
f  0 1 0 0 0 0 0 0 1 0 0  6   4    0.000 
f  0 1 0 0 0 0 0 1 0 0 0  3   7    0.000 
f  0 1 0 0 0 1 0 0 0 0 0  3   7    0.000 
f  0 1 0 0 0 1 0 0 0 0 0  6   4    0.000 
f  0 1 1 0 0 0 0 0 0 0 0  3   7    0.000 
f  0 1 1 0 0 0 0 0 0 0 0  6   4    0.000 
f  1 0 0 0 0 0 0 0 1 0 0  6   4    0.000 
f  1 0 0 0 0 0 0 1 0 0 0  3   7    0.000 
f  1 0 0 0 0 1 0 0 0 0 0  3   7    0.000 
f  1 0 0 0 0 1 0 0 0 0 0  6   4    0.000 
f  1 0 1 0 0 0 0 0 0 0 0  3   7    0.000 
f  1 0 1 0 0 0 0 0 0 0 0  6   4    0.000 
f  1 1 0 0 0 0 0 0 0 0 0  3   7    0.000 
f  1 1 0 0 0 0 0 0 0 0 0  6   4    0.000 
h  0 0 0 0 0 0 0 0 2 0 1 18   4    0.000 
h  0 0 0 0 0 0 0 1 0 0 2 18   4    0.000 
f  0 0 0 0 0 0 0 1 0 1 1  3   7    0.000 
f  0 0 0 0 0 0 0 1 0 2 0  6   4    0.000 
h  0 0 0 0 0 0 0 1 2 0 0 15   7    0.000 
f  0 0 0 0 0 0 0 2 0 0 1  3   7    0.000 
f  0 0 0 0 0 0 0 2 1 0 0  6   4    0.000 
f  0 0 0 0 0 0 1 0 0 0 2  6   4    0.000 
h  0 0 0 0 0 0 1 0 0 1 1 15   7    0.000 
f  0 0 0 0 0 0 1 0 0 2 0  3   7    0.000 
f  0 0 0 0 0 0 1 0 1 1 0  0   9    0.000 
f  0 0 0 0 0 0 1 1 1 0 0  0   9    0.000 
h  0 0 0 0 0 0 1 2 0 0 0 18   4    0.000 
h  0 0 0 0 0 0 2 0 0 0 1 15   7    0.000 
f  0 0 0 0 0 0 2 0 0 1 0  6   4    0.000 
f  0 0 0 0 0 0 2 0 1 0 0  3   7    0.000 
f  0 0 0 0 0 1 0 0 0 0 2  6   4    0.000 
f  0 0 0 0 0 1 0 0 0 2 0  3   7    0.000 
f  0 0 0 0 0 1 0 1 0 0 1  0   9    0.000 
f  0 0 0 0 0 1 0 1 1 0 0  0   9    0.000 
f  0 0 0 0 0 1 2 0 0 0 0  3   7    0.000 
f  0 0 0 0 0 1 2 0 0 0 0  6   4    0.000 
f  0 0 0 0 0 2 0 0 1 0 0  6   4    0.000 
f  0 0 0 0 0 2 0 1 0 0 0  3   7    0.000 
f  0 0 0 0 1 0 0 0 0 1 1  6   4    0.000 
f  0 0 0 1 0 0 0 0 0 2 0  3   7    0.000 
h  0 0 0 1 0 0 2 0 0 0 0 18   4    0.000 
f  0 0 0 2 0 0 0 0 0 0 1  3   7    0.000 
h  0 0 0 2 0 0 0 0 0 0 1 18   4    0.000 
f  0 0 1 0 0 0 0 0 0 0 2  3   7    0.000 
f  0 0 1 0 0 0 0 0 0 0 2  6   4    0.000 
h  0 0 1 0 0 0 0 0 0 1 1 15   7    0.000 
h  0 0 1 0 0 0 0 0 0 1 1 18   4    0.000 
f  0 0 1 0 0 0 0 0 2 0 0  3   7    0.000 
h  0 0 1 0 0 0 0 0 2 0 0 15   7    0.000 
f  0 0 1 0 0 0 0 0 2 0 0  6   4    0.000 
f  0 0 1 0 0 0 0 1 0 0 1  0   9    0.000 
f  0 0 1 0 0 0 0 1 0 1 0  0   9    0.000 
f  0 0 1 0 0 0 0 1 1 0 0  0   9    0.000 
f  0 0 1 0 0 0 1 0 0 1 0  0   9    0.000 
f  0 0 1 0 0 0 1 0 1 0 0  0   9    0.000 
f  0 0 1 0 0 0 2 0 0 0 0  3   7    0.000 
f  0 0 1 0 0 0 2 0 0 0 0  6   4    0.000 
f  0 0 1 0 0 1 0 0 0 1 0  0   9    0.000 
f  0 0 1 0 0 1 0 1 0 0 0  0   9    0.000 
f  0 0 1 0 0 1 1 0 0 0 0  0   9    0.000 
f  0 0 1 0 0 2 0 0 0 0 0  3   7    0.000 
f  0 0 1 0 0 2 0 0 0 0 0  6   4    0.000 
f  0 0 1 0 1 0 0 0 0 1 0  0   9    0.000 
f  0 0 1 0 1 1 0 0 0 0 0  0   9    0.000 
f  0 0 1 1 0 0 0 0 1 0 0  0   9    0.000 
f  0 0 1 1 0 0 0 1 0 0 0  0   9    0.000 
f  0 0 1 1 1 0 0 0 0 0 0  0   9    0.000 
h  0 0 2 0 0 0 0 0 0 0 1 15   7    0.000 
f  0 0 2 0 0 0 0 0 0 1 0  6   4    0.000 
f  0 0 2 0 0 0 0 0 1 0 0  6   4    0.000 
f  0 0 2 0 0 0 0 1 0 0 0  3   7    0.000 
h  0 0 2 0 0 0 0 1 0 0 0 15   7    0.000 
h  0 0 2 0 0 0 0 1 0 0 0 18   4    0.000 
f  0 0 2 0 0 0 1 0 0 0 0  3   7    0.000 
f  0 0 2 0 0 0 1 0 0 0 0  6   4    0.000 
f  0 0 2 0 0 1 0 0 0 0 0  3   7    0.000 
f  0 0 2 0 0 1 0 0 0 0 0  6   4    0.000 
h  0 0 2 0 1 0 0 0 0 0 0 15   7    0.000 
f  0 0 2 0 1 0 0 0 0 0 0  6   4    0.000 
h  0 0 2 0 1 0 0 0 0 0 0 18   4    0.000 
f  0 0 2 1 0 0 0 0 0 0 0  3   7    0.000 
f  0 1 0 0 0 0 0 0 0 0 2  6   4    0.000 
f  0 1 0 0 0 0 0 0 0 2 0  3   7    0.000 
f  0 1 0 0 0 0 0 1 0 0 1  0   9    0.000 
f  0 1 0 0 0 0 0 1 1 0 0  0   9    0.000 
f  0 1 0 0 0 0 2 0 0 0 0  3   7    0.000 
